origin_center_point,abstracted_center_point
"napi_value SetLockState(napi_env env, napi_callback_info info)
{
    auto asyncContextPIN = new AsyncContextPIN;
    BaseContext &context = asyncContextPIN->asyncContext.context;
    napi_value object = NapiUtil::CreateUndefined(env);
    auto initPara = std::make_tuple(&asyncContextPIN->asyncContext.slotId, &object, &context.callbackRef);
    AsyncPara para {
        .funcName = ""SetLockState"",
        .env = env,
        .info = info,
        .execute = NativeSetLockState,
        .complete = SetLockStateCallback,
    };
    napi_value result = NapiCreateAsyncWork2<AsyncContextPIN>(para, asyncContextPIN, initPara);
    if (result) {
        PinInfoParaAnalyze(env, object, *asyncContextPIN);
        NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_default));
    }
    return result;
}","napi_value SetLockState(napi_env env, napi_callback_info info) { auto asyncContextPIN = new AsyncContextPIN; BaseContext &context = asyncContextPIN->asyncContext.context; napi_value object = NapiUtil::CreateUndefined(env); auto initPara = std::make_tuple(&asyncContextPIN->asyncContext.slotId, &object, &context.callbackRef); AsyncPara para { .funcName = <STR>, .env = env, .info = info, .execute = <TYPE>, .complete = <TYPE>, }; napi_value result = NapiCreateAsyncWork2<AsyncContextPIN>(para, asyncContextPIN, initPara); if (result) { PinInfoParaAnalyze(env, object, *asyncContextPIN); NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_default)); } return result; }"
"void NativeSetShowNumber(napi_env env, void *data)
{
    if (data == nullptr) {
        return;
    }
    AsyncContext2 *context = static_cast<AsyncContext2 *>(data);
    if (!IsValidSlotId(context->asyncContext.slotId)) {
        TELEPHONY_LOGE(""NativeSetShowNumber slotId is invalid"");
        context->asyncContext.context.errorCode = ERROR_SLOT_ID_INVALID;
        return;
    }
    int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().SetShowNumber(
        context->asyncContext.slotId, NapiUtil::ToUtf16(std::data(context->inputStr)));
    TELEPHONY_LOGI(""NAPI NativeSetShowNumber %{public}d"", errorCode);
    context->asyncContext.context.errorCode = errorCode;
    context->asyncContext.context.resolved = (errorCode == ERROR_NONE);
}","void NativeSetShowNumber(napi_env env, void *data) { if (data == nullptr) { return; } AsyncContext2 *context = static_cast<AsyncContext2 *>(data); if (!IsValidSlotId(context->asyncContext.slotId)) { TELEPHONY_LOGE(<STR>); context->asyncContext.context.errorCode = ERROR_SLOT_ID_INVALID; return; } int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().SetShowNumber( context->asyncContext.slotId, <TYPE>::ToUtf16(std::data(context->inputStr))); TELEPHONY_LOGI(<STR>, errorCode); context->asyncContext.context.errorCode = errorCode; context->asyncContext.context.resolved = (errorCode == ERROR_NONE); }"
"napi_value SetShowNumber(napi_env env, napi_callback_info info)
{
    auto asyncContext = new AsyncContext2();
    BaseContext &context = asyncContext->asyncContext.context;
    auto initPara =
        std::make_tuple(&asyncContext->asyncContext.slotId, std::data(asyncContext->inputStr), &context.callbackRef);
    AsyncPara para {
        .funcName = ""SetShowNumber"",
        .env = env,
        .info = info,
        .execute = NativeSetShowNumber,
        .complete = SetShowNumberCallback,
    };
    napi_value result = NapiCreateAsyncWork2<AsyncContext2>(para, asyncContext, initPara);
    if (result) {
        NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_default));
    }
    return result;
}","napi_value SetShowNumber(napi_env env, napi_callback_info info) { auto asyncContext = new AsyncContext2(); BaseContext &context = asyncContext->asyncContext.context; auto initPara = std::make_tuple(&asyncContext->asyncContext.slotId, std::data(asyncContext->inputStr), &context.callbackRef); AsyncPara para { .funcName = <STR>, .env = env, .info = info, .execute = <TYPE>, .complete = <TYPE>, }; napi_value result = NapiCreateAsyncWork2<AsyncContext2>(para, asyncContext, initPara); if (result) { NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_default)); } return result; }"
"void NativeAddIccDiallingNumbers(napi_env env, void *data)
{
    if (data == nullptr) {
        return;
    }
    AsyncDiallingNumbers<int32_t> *diallingNumbersContext = static_cast<AsyncDiallingNumbers<int32_t> *>(data);
    AsyncContext<int32_t> &asyncContext = diallingNumbersContext->asyncContext;
    if (!IsValidSlotId(asyncContext.slotId)) {
        TELEPHONY_LOGE(""NativeAddIccDiallingNumbers slotId is invalid"");
        asyncContext.context.errorCode = ERROR_SLOT_ID_INVALID;
        return;
    }
    if (diallingNumbersContext->infoVec.size() > 0) {
        std::shared_ptr<DiallingNumbersInfo> telNumber = std::make_shared<DiallingNumbersInfo>();
        GetDiallingNumberInfo(telNumber, diallingNumbersContext->infoVec.at(0));
        int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().AddIccDiallingNumbers(
            asyncContext.slotId, diallingNumbersContext->type, telNumber);
        TELEPHONY_LOGI(""NAPI NativeAddIccDiallingNumbers errorCode: %{public}d"", errorCode);
        asyncContext.context.errorCode = errorCode;
        asyncContext.context.resolved = (errorCode == ERROR_NONE);
    }
}","void NativeAddIccDiallingNumbers(napi_env env, void *data) { if (data == nullptr) { return; } AsyncDiallingNumbers<int32_t> *<VAR> = static_cast<AsyncDiallingNumbers<int32_t> *>(data); <TYPE><int32_t> &<VAR> = <VAR>->asyncContext; if (!IsValidSlotId(asyncContext.slotId)) { TELEPHONY_LOGE(<STR>); asyncContext.context.errorCode = ERROR_SLOT_ID_INVALID; return; } if (<VAR>->infoVec.size() > 0) { std::shared_ptr<DiallingNumbersInfo> telNumber = std::make_shared<DiallingNumbersInfo>(); GetDiallingNumberInfo(telNumber, <VAR>->infoVec.at(0)); int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().AddIccDiallingNumbers( asyncContext.slotId, <VAR>->type, telNumber); TELEPHONY_LOGI(<STR>, errorCode); asyncContext.context.errorCode = errorCode; asyncContext.context.resolved = (errorCode == ERROR_NONE); } }"
"if (diallingNumbersContext->infoVec.size() > 0) {
        std::shared_ptr<DiallingNumbersInfo> telNumber = std::make_shared<DiallingNumbersInfo>();
        GetDiallingNumberInfo(telNumber, diallingNumbersContext->infoVec.at(0));
        int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().AddIccDiallingNumbers(
            asyncContext.slotId, diallingNumbersContext->type, telNumber);
        TELEPHONY_LOGI(""NAPI NativeAddIccDiallingNumbers errorCode: %{public}d"", errorCode);
        asyncContext.context.errorCode = errorCode;
        asyncContext.context.resolved = (errorCode == ERROR_NONE);
    }","if (<VAR>->infoVec.size() > 0) { std::shared_ptr<DiallingNumbersInfo> telNumber = std::make_shared<DiallingNumbersInfo>(); GetDiallingNumberInfo(telNumber, <VAR>->infoVec.at(0)); int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().AddIccDiallingNumbers( asyncContext.slotId, <VAR>->type, telNumber); TELEPHONY_LOGI(<STR>, errorCode); asyncContext.context.errorCode = errorCode; asyncContext.context.resolved = (errorCode == ERROR_NONE); }"
"napi_value AddIccDiallingNumbers(napi_env env, napi_callback_info info)
{
    auto diallingNumbers = new AsyncDiallingNumbers<int32_t>();
    BaseContext &context = diallingNumbers->asyncContext.context;
    napi_value object = NapiUtil::CreateUndefined(env);
    auto initPara =
        std::make_tuple(&diallingNumbers->asyncContext.slotId, &diallingNumbers->type, &object, &context.callbackRef);
    AsyncPara para {
        .funcName = ""AddIccDiallingNumbers"",
        .env = env,
        .info = info,
        .execute = NativeAddIccDiallingNumbers,
        .complete = AddIccDiallingNumbersCallback,
    };
    napi_value result = NapiCreateAsyncWork2<AsyncDiallingNumbers<int32_t>>(para, diallingNumbers, initPara);
    if (result) {
        TelNumbersInfo inputInfo;
        DiallingNumberParaAnalyze(env, object, inputInfo);
        diallingNumbers->infoVec.push_back(std::move(inputInfo));
        NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_default));
    }
    return result;
}","napi_value AddIccDiallingNumbers(napi_env env, napi_callback_info info) { auto diallingNumbers = new AsyncDiallingNumbers<int32_t>(); BaseContext &context = diallingNumbers->asyncContext.context; napi_value object = NapiUtil::CreateUndefined(env); auto initPara = std::make_tuple(&diallingNumbers->asyncContext.slotId, &diallingNumbers->type, &object, &context.callbackRef); AsyncPara para { .funcName = <STR>, .env = env, .info = info, .execute = <TYPE>, .complete = <TYPE>, }; napi_value result = NapiCreateAsyncWork2<AsyncDiallingNumbers<int32_t>>(para, diallingNumbers, initPara); if (result) { TelNumbersInfo inputInfo; DiallingNumberParaAnalyze(env, object, inputInfo); diallingNumbers->infoVec.push_back(std::move(inputInfo)); NAPI_CALL(env, napi_queue_async_work_with_qos(env, context.work, napi_qos_default)); } return result; }"
"void NativeAcceptCallSetupRequest(napi_env env, void *data)
{
    if (data == nullptr) {
        return;
    }
    AsyncStkCallSetupResult *context = static_cast<AsyncStkCallSetupResult *>(data);
    if (!IsValidSlotId(context->asyncContext.slotId)) {
        TELEPHONY_LOGE(""NativeAcceptCallSetupRequest slotId is invalid"");
        context->asyncContext.context.errorCode = ERROR_SLOT_ID_INVALID;
        return;
    }
    int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().SendCallSetupRequestResult(
        context->asyncContext.slotId, true);
    TELEPHONY_LOGI(""NAPI NativeAcceptCallSetupRequest %{public}d"", errorCode);
    context->asyncContext.context.errorCode = errorCode;
    context->asyncContext.context.resolved = errorCode == ERROR_NONE;
}","void NativeAcceptCallSetupRequest(napi_env env, void *data) { if (data == nullptr) { return; } AsyncStkCallSetupResult *context = static_cast<AsyncStkCallSetupResult *>(data); if (!IsValidSlotId(context->asyncContext.slotId)) { TELEPHONY_LOGE(<STR>); context->asyncContext.context.errorCode = ERROR_SLOT_ID_INVALID; return; } int32_t errorCode = DelayedRefSingleton<CoreServiceClient>::GetInstance().SendCallSetupRequestResult( context->asyncContext.slotId, <VAR>); TELEPHONY_LOGI(<STR>, errorCode); context->asyncContext.context.errorCode = errorCode; context->asyncContext.context.resolved = errorCode == ERROR_NONE; }"
"void GetEidCallback(napi_env env, napi_status status, void *data)
{
    NAPI_CALL_RETURN_VOID(env, (data == nullptr ? napi_invalid_arg : napi_ok));
    std::unique_ptr<AsyncContext<std::string>> context(static_cast<AsyncContext<std::string> *>(data));
    if (context == nullptr) {
        TELEPHONY_LOGE(""GetEidCallback context is nullptr"");
        return;
    }
    if ((!context->isCallbackEnd) && (context->context.errorCode == TELEPHONY_SUCCESS)) {
        TELEPHONY_LOGE(""GetEidCallback get result timeout."");
        context->context.errorCode = TELEPHONY_ERR_ESIM_GET_RESULT_TIMEOUT;
    }
    NapiAsyncPermissionCompleteCallback(
        env, status, *context, false, { ""GetEid"", Permission::GET_TELEPHONY_ESIM_STATE });
}","void GetEidCallback(napi_env env, napi_status status, void *data) { NAPI_CALL_RETURN_VOID(env, (data == nullptr ? napi_invalid_arg : napi_ok)); std::unique_ptr<AsyncContext<std::<TYPE>>> context(static_cast<AsyncContext<std::<TYPE>> *>(data)); if (context == nullptr) { TELEPHONY_LOGE(<STR>); return; } if ((!context->isCallbackEnd) && (context->context.errorCode == TELEPHONY_SUCCESS)) { TELEPHONY_LOGE(<STR>); context->context.errorCode = TELEPHONY_ERR_ESIM_GET_RESULT_TIMEOUT; } NapiAsyncPermissionCompleteCallback( env, status, *context, false, { <STR>, Permission::<TYPE> }); }"
"void GetEuiccInfoCallback(napi_env env, napi_status status, void *data)
{
    NAPI_CALL_RETURN_VOID(env, (data == nullptr ? napi_invalid_arg : napi_ok));
    std::unique_ptr<AsyncEuiccInfo> context(static_cast<AsyncEuiccInfo *>(data));
    if (context == nullptr) {
        TELEPHONY_LOGE(""GetEuiccInfoCallback context is nullptr"");
        return;
    }
    AsyncContext<napi_value> &asyncContext = context->asyncContext;
    if (asyncContext.context.resolved) {
        asyncContext.callbackVal = EuiccInfoConversion(env, context->result);
    }
    if ((!asyncContext.isCallbackEnd) && (asyncContext.context.errorCode == TELEPHONY_SUCCESS)) {
        TELEPHONY_LOGE(""GetEuiccInfoCallback get result timeout."");
        asyncContext.context.errorCode = TELEPHONY_ERR_ESIM_GET_RESULT_TIMEOUT;
    }
    NapiAsyncPermissionCompleteCallback(
        env, status, context->asyncContext, false, { ""GetEuiccInfo"", Permission::GET_TELEPHONY_ESIM_STATE });
}","void GetEuiccInfoCallback(napi_env env, napi_status status, void *data) { NAPI_CALL_RETURN_VOID(env, (data == nullptr ? napi_invalid_arg : napi_ok)); std::unique_ptr<<TYPE>> context(static_cast<<TYPE> *>(data)); if (context == nullptr) { TELEPHONY_LOGE(<STR>); return; } AsyncContext<napi_value> &asyncContext = context->asyncContext; if (asyncContext.context.resolved) { asyncContext.callbackVal = EuiccInfoConversion(env, context->result); } if ((!asyncContext.isCallbackEnd) && (asyncContext.context.errorCode == TELEPHONY_SUCCESS)) { TELEPHONY_LOGE(<STR>); asyncContext.context.errorCode = TELEPHONY_ERR_ESIM_GET_RESULT_TIMEOUT; } NapiAsyncPermissionCompleteCallback( env, status, context->asyncContext, false, { <STR>, Permission::<TYPE> }); }"
"napi_value GetEuiccInfo(napi_env env, napi_callback_info info)
{
    auto euiccInfo = std::make_unique<AsyncEuiccInfo>();
    if (euiccInfo == nullptr) {
        return nullptr;
    }
    BaseContext &context = euiccInfo->asyncContext.context;
    auto initPara = std::make_tuple(&euiccInfo->asyncContext.slotId, &context.callbackRef);
    AsyncPara para {
        .funcName = ""GetEuiccInfo"",
        .env = env,
        .info = info,
        .execute = NativeGetEuiccInfo,
        .complete = GetEuiccInfoCallback,
    };
    napi_value result = NapiCreateAsyncWork2<AsyncEuiccInfo>(para, euiccInfo.get(), initPara);
    if (result == nullptr) {
        TELEPHONY_LOGE(""creat asyncwork failed!"");
        return nullptr;
    }
    if (napi_queue_async_work_with_qos(env, context.work, napi_qos_default) == napi_ok) {
        euiccInfo.release();
    }
    return result;
}","napi_value GetEuiccInfo(napi_env env, napi_callback_info info) { auto <VAR> = std::make_unique<<TYPE>>(); if (<VAR> == nullptr) { return nullptr; } BaseContext &context = <VAR>->asyncContext.context; auto initPara = std::make_tuple(&<VAR>->asyncContext.slotId, &context.callbackRef); AsyncPara para { .funcName = <STR>, .env = env, .info = info, .execute = <TYPE>, .complete = <TYPE>, }; napi_value result = NapiCreateAsyncWork2<<TYPE>>(para, <VAR>.get(), initPara); if (result == nullptr) { TELEPHONY_LOGE(""creat asyncwork failed!""); return nullptr; } if (napi_queue_async_work_with_qos(env, context.work, napi_qos_default) == napi_ok) { <VAR>.release(); } return result; }"
"void SetDefaultSmdpAddressCallback(napi_env env, napi_status status, void *data)
{
    NAPI_CALL_RETURN_VOID(env, (data == nullptr ? napi_invalid_arg : napi_ok));
    std::unique_ptr<AsyncContextInfo> context(static_cast<AsyncContextInfo *>(data));
    if (context == nullptr) {
        TELEPHONY_LOGE(""SetDefaultSmdpAddressCallback context is nullptr"");
        return;
    }
    if ((!context->asyncContext.isCallbackEnd) && (context->asyncContext.context.errorCode == TELEPHONY_SUCCESS)) {
        TELEPHONY_LOGE(""SetDefaultSmdpAddressCallback get result timeout."");
        context->asyncContext.context.errorCode = TELEPHONY_ERR_ESIM_GET_RESULT_TIMEOUT;
    }
    NapiAsyncPermissionCompleteCallback(
        env, status, context->asyncContext, false, { ""SetDefaultSmdpAddress"", Permission::SET_TELEPHONY_ESIM_STATE });
}","void SetDefaultSmdpAddressCallback(napi_env env, napi_status status, void *data) { NAPI_CALL_RETURN_VOID(env, (data == nullptr ? napi_invalid_arg : napi_ok)); std::unique_ptr<<TYPE>> context(static_cast<<TYPE> *>(data)); if (context == nullptr) { TELEPHONY_LOGE(<STR>); return; } if ((!context->asyncContext.isCallbackEnd) && (context->asyncContext.context.errorCode == TELEPHONY_SUCCESS)) { TELEPHONY_LOGE(<STR>); context->asyncContext.context.errorCode = TELEPHONY_ERR_ESIM_GET_RESULT_TIMEOUT; } NapiAsyncPermissionCompleteCallback( env, status, context->asyncContext, false, { <STR>, Permission::SET_TELEPHONY_ESIM_STATE }); }"
"napi_value SetDefaultSmdpAddress(napi_env env, napi_callback_info info)
{
    auto asyncContext = std::make_unique<AsyncContextInfo>();
    if (asyncContext == nullptr) {
        return nullptr;
    }
    BaseContext &context = asyncContext->asyncContext.context;
    std::array<char, ARRAY_SIZE> inputTepStr = {0};
    auto initPara = std::make_tuple(&asyncContext->asyncContext.slotId, std::data(inputTepStr), &context.callbackRef);
    AsyncPara para {
        .funcName = ""SetDefaultSmdpAddress"",
        .env = env,
        .info = info,
        .execute = NativeSetDefaultSmdpAddress,
        .complete = SetDefaultSmdpAddressCallback,
    };
    napi_value result = NapiCreateAsyncWork2<AsyncContextInfo>(para, asyncContext.get(), initPara);
    if (result == nullptr) {
        TELEPHONY_LOGE(""creat asyncwork failed!"");
        return nullptr;
    }
    asyncContext->inputStr = std::string(inputTepStr.data());
    if (napi_queue_async_work_with_qos(env, context.work, napi_qos_default) == napi_ok) {
        asyncContext.release();
    }
    return result;
}","napi_value SetDefaultSmdpAddress(napi_env env, napi_callback_info info) { auto <VAR> = std::make_unique<<TYPE>>(); if (<VAR> == nullptr) { return nullptr; } BaseContext &context = <VAR>->asyncContext.context; std::array<char, ARRAY_SIZE> <VAR> = {0}; auto initPara = std::make_tuple(&<VAR>->asyncContext.slotId, std::data(<VAR>), &context.callbackRef); AsyncPara para { .funcName = <STR>, .env = env, .info = info, .execute = <TYPE>, .complete = <TYPE>, }; napi_value result = NapiCreateAsyncWork2<<TYPE>>(para, asyncContext.get(), initPara); if (result == nullptr) { TELEPHONY_LOGE(""creat asyncwork failed!""); return nullptr; } <VAR>-><VAR> = std::string(<VAR>.data()); if (napi_queue_async_work_with_qos(env, context.work, napi_qos_default) == napi_ok) { asyncContext.release(); } <VAR> <VAR>; }"
